Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1055880119305338880,"#AndradeJaEra",<[2018-10-26T17:53:32.773Z]>,Tweet,,,,,,,Fri Oct 26 14:53:32 BRT 2018,und,,,,,,,,,,
@leite_sergio,@leite_sergio,<[2018-10-26T17:53:32.773Z]>,User,,,,,,,Tue Jan 26 15:31:41 BRST 2010,en,"“E conhecereis a verdade, e a verdade vos libertará.” João 8:32",,http://pbs.twimg.com/profile_images/865381060997263360/_mvEJTqf_bigger.jpg,778,400,Sergio Leite,Brazil,,,
"#andradejaera","#andradejaera","<[2018-10-26T17:53:32.773Z, 2018-10-26T17:53:33.027Z, 2018-10-26T17:53:33.031Z, 2018-10-26T17:53:37.412Z, 2018-10-26T17:53:38.256Z, 2018-10-26T17:53:40.053Z, 2018-10-26T17:53:42.916Z, 2018-10-26T17:53:44.024Z, 2018-10-26T17:53:44.324Z, 2018-10-26T17:53:45.724Z, 2018-10-26T17:53:45.725Z, 2018-10-26T17:53:46.857Z, 2018-10-26T17:53:46.858Z, 2018-10-26T17:53:47.666Z, 2018-10-26T17:53:47.667Z, 2018-10-26T17:53:47.668Z, 2018-10-26T17:53:48.390Z, 2018-10-26T17:53:51.952Z, 2018-10-26T17:53:52.529Z, 2018-10-26T17:53:53.847Z, 2018-10-26T17:53:55.261Z, 2018-10-26T17:53:55.364Z, 2018-10-26T17:53:55.365Z, 2018-10-26T17:53:55.929Z, 2018-10-26T17:53:55.930Z, 2018-10-26T17:53:56.131Z, 2018-10-26T17:53:56.309Z, 2018-10-26T17:53:59.089Z, 2018-10-26T17:54:01.928Z, 2018-10-26T17:54:01.929Z, 2018-10-26T17:54:03.949Z, 2018-10-26T17:54:05.977Z, 2018-10-26T17:54:06.102Z, 2018-10-26T17:54:06.496Z, 2018-10-26T17:54:06.849Z, 2018-10-26T17:54:08.353Z, 2018-10-26T17:54:09.739Z, 2018-10-26T17:54:10.017Z, 2018-10-26T17:54:12.340Z, 2018-10-26T17:54:13.730Z, 2018-10-26T17:54:14.394Z, 2018-10-26T17:54:14.731Z, 2018-10-26T17:54:18.825Z, 2018-10-26T17:54:19.786Z, 2018-10-26T17:54:19.787Z, 2018-10-26T17:54:19.919Z, 2018-10-26T17:54:27.301Z, 2018-10-26T17:54:27.726Z, 2018-10-26T17:54:28.226Z, 2018-10-26T17:54:29.329Z, 2018-10-26T17:54:29.438Z, 2018-10-26T17:54:29.439Z, 2018-10-26T17:54:30.576Z, 2018-10-26T17:54:32.610Z, 2018-10-26T17:54:34.165Z, 2018-10-26T17:54:34.823Z, 2018-10-26T17:54:34.824Z, 2018-10-26T17:54:35.080Z, 2018-10-26T17:54:37.026Z, 2018-10-26T17:54:37.945Z, 2018-10-26T17:54:38.023Z, 2018-10-26T17:54:38.024Z, 2018-10-26T17:54:38.884Z, 2018-10-26T17:54:42.713Z, 2018-10-26T17:54:44.370Z, 2018-10-26T17:54:44.371Z, 2018-10-26T17:54:45.843Z, 2018-10-26T17:54:46.085Z, 2018-10-26T17:54:48.931Z, 2018-10-26T17:54:50.640Z, 2018-10-26T17:54:52.500Z, 2018-10-26T17:54:53.578Z, 2018-10-26T17:54:54.100Z, 2018-10-26T17:54:54.101Z, 2018-10-26T17:54:54.241Z, 2018-10-26T17:54:54.694Z, 2018-10-26T17:54:54.695Z, 2018-10-26T17:54:55.741Z, 2018-10-26T17:54:56.261Z, 2018-10-26T17:54:57.243Z, 2018-10-26T17:54:57.593Z, 2018-10-26T17:54:59.909Z, 2018-10-26T17:54:59.910Z, 2018-10-26T17:55:00.575Z, 2018-10-26T17:55:01.850Z, 2018-10-26T17:55:01.979Z, 2018-10-26T17:55:02.251Z, 2018-10-26T17:55:02.252Z, 2018-10-26T17:55:05.584Z, 2018-10-26T17:55:06.634Z, 2018-10-26T17:55:07.381Z, 2018-10-26T17:55:09.813Z, 2018-10-26T17:55:10.415Z, 2018-10-26T17:55:11.841Z, 2018-10-26T17:55:11.849Z, 2018-10-26T17:55:14.021Z, 2018-10-26T17:55:15.044Z, 2018-10-26T17:55:17.339Z, 2018-10-26T17:55:20.912Z, 2018-10-26T17:55:23.049Z, 2018-10-26T17:55:26.768Z, 2018-10-26T17:55:27.285Z, 2018-10-26T17:55:27.807Z, 2018-10-26T17:55:27.971Z, 2018-10-26T17:55:28.147Z, 2018-10-26T17:55:30.011Z, 2018-10-26T17:55:30.547Z, 2018-10-26T17:55:30.990Z, 2018-10-26T17:55:32.966Z, 2018-10-26T17:55:36.180Z, 2018-10-26T17:55:36.708Z, 2018-10-26T17:55:37.727Z, 2018-10-26T17:55:40.069Z, 2018-10-26T17:55:41.211Z, 2018-10-26T17:55:43.604Z, 2018-10-26T17:55:44.841Z, 2018-10-26T17:55:44.952Z, 2018-10-26T17:55:44.953Z, 2018-10-26T17:55:46.356Z, 2018-10-26T17:55:46.369Z, 2018-10-26T17:55:48.153Z, 2018-10-26T17:55:48.205Z, 2018-10-26T17:55:48.206Z, 2018-10-26T17:55:49.501Z, 2018-10-26T17:55:50.325Z, 2018-10-26T17:55:50.326Z, 2018-10-26T17:55:50.808Z, 2018-10-26T17:55:51.974Z, 2018-10-26T17:55:53.170Z, 2018-10-26T17:55:55.807Z, 2018-10-26T17:55:56.311Z, 2018-10-26T17:55:57.295Z, 2018-10-26T17:56:02.345Z, 2018-10-26T17:56:04.244Z, 2018-10-26T17:56:10.882Z, 2018-10-26T17:56:12.975Z, 2018-10-26T17:56:14.580Z, 2018-10-26T17:56:14.581Z, 2018-10-26T17:56:16.025Z, 2018-10-26T17:56:17.846Z, 2018-10-26T17:56:20.516Z, 2018-10-26T17:56:20.611Z, 2018-10-26T17:56:22.708Z, 2018-10-26T17:56:23.609Z, 2018-10-26T17:56:26.861Z, 2018-10-26T17:56:27.504Z, 2018-10-26T17:56:27.682Z, 2018-10-26T17:56:27.896Z, 2018-10-26T17:56:30.984Z, 2018-10-26T17:56:31.467Z, 2018-10-26T17:56:39.044Z, 2018-10-26T17:56:42.696Z, 2018-10-26T17:56:43.543Z, 2018-10-26T17:56:46.631Z, 2018-10-26T17:56:47.628Z, 2018-10-26T17:56:48.268Z, 2018-10-26T17:56:55.005Z, 2018-10-26T17:56:57.240Z, 2018-10-26T17:57:00.437Z, 2018-10-26T17:57:04.202Z, 2018-10-26T17:57:06.296Z, 2018-10-26T17:57:06.508Z, 2018-10-26T17:57:08.386Z, 2018-10-26T17:57:10.496Z, 2018-10-26T17:57:13.458Z, 2018-10-26T17:57:13.459Z, 2018-10-26T17:57:14.017Z, 2018-10-26T17:57:14.062Z, 2018-10-26T17:57:16.015Z, 2018-10-26T17:57:17.173Z, 2018-10-26T17:57:18.431Z, 2018-10-26T17:57:18.649Z, 2018-10-26T17:57:18.743Z, 2018-10-26T17:57:19.778Z, 2018-10-26T17:57:21.721Z, 2018-10-26T17:57:22.863Z, 2018-10-26T17:57:25.530Z, 2018-10-26T17:57:31.093Z, 2018-10-26T17:57:33.047Z, 2018-10-26T17:57:33.554Z, 2018-10-26T17:57:33.975Z, 2018-10-26T17:57:36.511Z, 2018-10-26T17:57:37.323Z, 2018-10-26T17:57:38.869Z, 2018-10-26T17:57:41.286Z, 2018-10-26T17:57:41.660Z, 2018-10-26T17:57:41.661Z, 2018-10-26T17:57:41.834Z, 2018-10-26T17:57:42.308Z, 2018-10-26T17:57:43.348Z, 2018-10-26T17:57:44.317Z, 2018-10-26T17:57:45.940Z, 2018-10-26T17:57:47.148Z, 2018-10-26T17:57:49.192Z, 2018-10-26T17:57:50.378Z, 2018-10-26T17:57:54.241Z, 2018-10-26T17:57:54.547Z, 2018-10-26T17:57:57.130Z, 2018-10-26T17:57:57.237Z, 2018-10-26T17:57:57.789Z, 2018-10-26T17:58:01.486Z, 2018-10-26T17:58:02.685Z, 2018-10-26T17:58:03.101Z, 2018-10-26T17:58:04.315Z, 2018-10-26T17:58:05.803Z, 2018-10-26T17:58:06.438Z, 2018-10-26T17:58:06.882Z, 2018-10-26T17:58:09.025Z, 2018-10-26T17:58:09.054Z, 2018-10-26T17:58:09.416Z, 2018-10-26T17:58:10.466Z, 2018-10-26T17:58:15.127Z, 2018-10-26T17:58:18.355Z, 2018-10-26T17:58:19.170Z, 2018-10-26T17:58:22.612Z, 2018-10-26T17:58:23.079Z, 2018-10-26T17:58:24.686Z, 2018-10-26T17:58:24.731Z, 2018-10-26T17:58:25.109Z, 2018-10-26T17:58:27.077Z, 2018-10-26T17:58:27.078Z, 2018-10-26T17:58:30.609Z, 2018-10-26T17:58:31.364Z, 2018-10-26T17:58:32.775Z, 2018-10-26T17:58:33.307Z, 2018-10-26T17:58:34.140Z, 2018-10-26T17:58:34.141Z, 2018-10-26T17:58:34.666Z, 2018-10-26T17:58:34.709Z, 2018-10-26T17:58:35.186Z, 2018-10-26T17:58:35.857Z, 2018-10-26T17:58:35.858Z, 2018-10-26T17:58:35.994Z, 2018-10-26T17:58:37.947Z, 2018-10-26T17:58:38.922Z, 2018-10-26T17:58:39.008Z, 2018-10-26T17:58:39.714Z, 2018-10-26T17:58:43.814Z, 2018-10-26T17:58:43.815Z, 2018-10-26T17:58:45.749Z, 2018-10-26T17:58:47.007Z, 2018-10-26T17:58:48.831Z, 2018-10-26T17:58:48.845Z, 2018-10-26T17:58:51.338Z, 2018-10-26T17:58:52.009Z, 2018-10-26T17:58:52.259Z, 2018-10-26T17:58:54.230Z, 2018-10-26T17:58:56.462Z, 2018-10-26T17:58:56.463Z, 2018-10-26T17:59:00.269Z, 2018-10-26T17:59:01.670Z, 2018-10-26T17:59:02.904Z, 2018-10-26T17:59:03.071Z, 2018-10-26T17:59:07.917Z, 2018-10-26T17:59:09.862Z, 2018-10-26T17:59:09.863Z, 2018-10-26T17:59:10.151Z, 2018-10-26T17:59:11.671Z, 2018-10-26T17:59:14.005Z, 2018-10-26T17:59:14.623Z, 2018-10-26T17:59:16.604Z, 2018-10-26T17:59:19.299Z, 2018-10-26T17:59:22.136Z, 2018-10-26T17:59:23.227Z, 2018-10-26T17:59:24.054Z, 2018-10-26T17:59:25.542Z, 2018-10-26T17:59:25.543Z]>",Hashtag,,,,,,,,,,,,,,,,,,
1055596587651522560,"Esses jovens são o futuro do nosso Brasil e por eles faria tudo de novo
@jairbolsonaro Brasil acima de tudo e Deus acima de todos 🇧🇷 https://t.co/DEmM9sW10b",<[2018-10-26T17:53:32.784Z]>,Tweet,,,,,,,Thu Oct 25 20:06:53 BRT 2018,pt,,,,,,,,,,
@0_marcia,@0_marcia,"<[2018-10-26T17:53:32.784Z, 2018-10-26T17:56:36.684Z, 2018-10-26T17:58:26.384Z, 2018-10-26T17:59:13.696Z]>",User,,,,,,,Tue Mar 27 11:43:55 BRT 2012,pt,"@CLUBEFOLLOWBACK ""O verdadeiro crescimento do caráter ocorre a partir de ação correta.nos trazendo um contentamento interior""☘️",,http://pbs.twimg.com/profile_images/1021153664667398144/uBQAlsGE_bigger.jpg,10989,18763,Márcia  1⃣7⃣    18K,"Recife, Brasil",,,
http://pbs.twimg.com/ext_tw_video_thumb/1055595988927344641/pu/img/oOohKdulaTqitHbi.jpg,http://pbs.twimg.com/ext_tw_video_thumb/1055595988927344641/pu/img/oOohKdulaTqitHbi.jpg,<[2018-10-26T17:53:32.784Z]>,Media,,,,,,,,,,,,,,,,,,
1055880120362328064,RT @akajoao_: @jairbolsonaro @coldxasme - https://t.co/MNh3FQu2GQ: sexo demais faz parte do processo de implementação de um estado totalitá…,<[2018-10-26T17:53:32.889Z]>,Tweet,,,,,,,Fri Oct 26 14:53:32 BRT 2018,pt,,,,,,,,,,
@coldxasme,@coldxasme,"<[2018-10-26T17:53:32.889Z, 2018-10-26T17:53:40.900Z]>",User,,,,,,,Tue Apr 17 19:28:38 BRT 2012,fr,love me while i die slowly,,http://pbs.twimg.com/profile_images/1055585221725315072/QddGMScL_bigger.jpg,366,2033,lusk,"Curitiba, Brasil",,,
http://tweetmashup.com,http://tweetmashup.com,"<[2018-10-26T17:53:32.889Z, 2018-10-26T17:53:32.892Z]>",Link,,,,,,,,,,,,,,,,,,
1055879772180496384,@jairbolsonaro @coldxasme - https://t.co/MNh3FQu2GQ: sexo demais faz parte do processo de implementação de um estado totalitário.,<[2018-10-26T17:53:32.892Z]>,Tweet,,,,,,,Fri Oct 26 14:52:09 BRT 2018,pt,,,,,,,,,,
