Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1051784387119984640,RT @deby03: Campanha do PT virá gozação nos Estados Unidos. @jairbolsonaro https://t.co/94iXPgeJbs,<[2018-10-15T10:38:34.287Z]>,Tweet,,,,,,,Mon Oct 15 07:38:33 BRT 2018,pt,,,,,,,,,,
@luisvogelei,@luisvogelei,"<[2018-10-15T10:38:34.287Z, 2018-10-15T10:39:11.560Z, 2018-10-15T10:40:25.032Z, 2018-10-15T10:42:14.966Z, 2018-10-15T10:43:01.271Z, 2018-10-15T10:44:00.685Z, 2018-10-15T10:45:48.429Z, 2018-10-15T11:00:51.371Z]>",User,,,,,,,Wed May 04 22:31:06 BRT 2016,pt,Libertário contra o marxismo-cultural e a horda esquerdopata. Para restabelecer as instituições aparelhadas pelo crime: INTERVENÇÃO MILITAR JÁ!,,http://pbs.twimg.com/profile_images/888627060385738752/Bs7Z2x-t_bigger.jpg,3451,1494,Luis Vogelei,,,,
http://pbs.twimg.com/ext_tw_video_thumb/1051220556459192322/pu/img/YgpF_X9jv4DmSU7E.jpg,http://pbs.twimg.com/ext_tw_video_thumb/1051220556459192322/pu/img/YgpF_X9jv4DmSU7E.jpg,"<[2018-10-15T10:38:34.287Z, 2018-10-15T10:38:34.338Z, 2018-10-15T10:38:35.515Z, 2018-10-15T10:38:35.517Z, 2018-10-15T10:38:44.514Z, 2018-10-15T10:38:44.516Z, 2018-10-15T10:43:04.500Z, 2018-10-15T10:43:04.502Z, 2018-10-15T10:44:36.090Z, 2018-10-15T10:45:48.429Z, 2018-10-15T10:46:32.205Z, 2018-10-15T10:46:32.207Z, 2018-10-15T10:47:23.206Z, 2018-10-15T10:47:49.442Z, 2018-10-15T10:52:13.673Z, 2018-10-15T10:56:28.321Z, 2018-10-15T10:56:42.567Z, 2018-10-15T11:01:13.384Z, 2018-10-15T11:01:13.385Z, 2018-10-15T11:02:15.060Z]>",Media,,,,,,,,,,,,,,,,,,
1051221012967288832,Campanha do PT virá gozação nos Estados Unidos. @jairbolsonaro https://t.co/94iXPgeJbs,"<[2018-10-15T10:38:34.338Z, 2018-10-15T10:38:35.517Z, 2018-10-15T10:38:44.516Z, 2018-10-15T10:43:04.502Z, 2018-10-15T10:44:36.090Z, 2018-10-15T10:45:48.429Z, 2018-10-15T10:46:32.207Z, 2018-10-15T10:47:23.206Z, 2018-10-15T10:47:49.442Z, 2018-10-15T10:52:13.673Z, 2018-10-15T10:56:28.321Z, 2018-10-15T10:56:42.567Z, 2018-10-15T11:01:13.385Z, 2018-10-15T11:02:15.060Z]>",Tweet,,,,,,,Sat Oct 13 18:19:54 BRT 2018,pt,,,,,,,,,,
@deby03,@deby03,"<[2018-10-15T10:38:34.338Z, 2018-10-15T10:38:35.517Z, 2018-10-15T10:38:44.516Z, 2018-10-15T10:39:11.561Z, 2018-10-15T10:40:25.033Z, 2018-10-15T10:42:14.966Z, 2018-10-15T10:43:01.272Z, 2018-10-15T10:43:04.502Z, 2018-10-15T10:44:00.685Z, 2018-10-15T10:44:36.090Z, 2018-10-15T10:45:25.498Z, 2018-10-15T10:45:48.429Z, 2018-10-15T10:46:07.607Z, 2018-10-15T10:46:32.207Z, 2018-10-15T10:47:23.206Z, 2018-10-15T10:47:49.442Z, 2018-10-15T10:52:13.673Z, 2018-10-15T10:56:28.321Z, 2018-10-15T10:56:42.567Z, 2018-10-15T11:01:13.385Z, 2018-10-15T11:01:32.589Z, 2018-10-15T11:02:15.060Z]>",User,,,,,,,Mon Jun 01 14:30:36 BRT 2009,pt,"Força e Fé, que o Homem precisa. Força para movimentar o mundo e Fé para acreditar que isso é possível. https://gab.ai/Deby #MulheresComBolsonaro",,http://pbs.twimg.com/profile_images/671820785745555456/gjKY6LPE_bigger.jpg,2161,1510,Deborah,Salvador,,,
1051784392706838529,"Sim @Haddad_Fernando é verde e amarelo, é vermelho, é azul....ele todas as cores do Brasil, que tb é todos, os diferentes e os iguais. Amém, que Deus ilumine e liberte vcs de tanto ódio e rancor",<[2018-10-15T10:38:35.406Z]>,Tweet,,,,,,,Mon Oct 15 07:38:35 BRT 2018,pt,,,,,,,,,,
@zelmacoelho,@zelmacoelho,<[2018-10-15T10:38:35.406Z]>,User,,,,,,,Mon Jun 29 13:56:05 BRT 2009,pt,"Jornalista de formação, e publiicitária por opção. E gosto da urgência do marketing eleitoral. Tocantinense de origem, e mãe apaixonada.",,http://pbs.twimg.com/profile_images/428361970048585728/Y2ruoC1T_bigger.jpeg,427,3035,ELENUNCA #haddadSIM,,,,
@haddad_fernando,@haddad_fernando,"<[2018-10-15T10:38:35.406Z, 2018-10-15T10:38:39.853Z, 2018-10-15T10:38:43.302Z, 2018-10-15T10:38:55.879Z, 2018-10-15T10:39:17.034Z, 2018-10-15T10:39:17.035Z, 2018-10-15T10:39:17.589Z, 2018-10-15T10:39:27.182Z, 2018-10-15T10:39:40.966Z, 2018-10-15T10:39:50.864Z, 2018-10-15T10:39:57.276Z, 2018-10-15T10:40:02.026Z, 2018-10-15T10:40:07.770Z, 2018-10-15T10:40:08.742Z, 2018-10-15T10:40:11.685Z, 2018-10-15T10:40:24.169Z, 2018-10-15T10:40:34.048Z, 2018-10-15T10:40:41.497Z, 2018-10-15T10:40:47.377Z, 2018-10-15T10:40:50.779Z, 2018-10-15T10:40:59.789Z, 2018-10-15T10:41:10.115Z, 2018-10-15T10:41:22.216Z, 2018-10-15T10:41:24.977Z, 2018-10-15T10:41:24.978Z, 2018-10-15T10:41:28.747Z, 2018-10-15T10:41:32.515Z, 2018-10-15T10:41:41.510Z, 2018-10-15T10:41:56.773Z, 2018-10-15T10:42:18.363Z, 2018-10-15T10:42:35.523Z, 2018-10-15T10:42:36.456Z, 2018-10-15T10:42:48.256Z, 2018-10-15T10:42:54.969Z, 2018-10-15T10:42:56.697Z, 2018-10-15T10:43:23.315Z, 2018-10-15T10:43:23.480Z, 2018-10-15T10:43:23.909Z, 2018-10-15T10:43:30.582Z, 2018-10-15T10:43:56.837Z, 2018-10-15T10:43:59.248Z, 2018-10-15T10:44:02.105Z, 2018-10-15T10:44:09.564Z, 2018-10-15T10:44:21.618Z, 2018-10-15T10:44:40.970Z, 2018-10-15T10:44:44.933Z, 2018-10-15T10:44:55.219Z, 2018-10-15T10:45:00.815Z, 2018-10-15T10:45:08.079Z, 2018-10-15T10:45:12.290Z, 2018-10-15T10:45:20.395Z, 2018-10-15T10:45:30.720Z, 2018-10-15T10:45:33.413Z, 2018-10-15T10:45:43.809Z, 2018-10-15T10:45:50.372Z, 2018-10-15T10:45:51.362Z, 2018-10-15T10:45:51.816Z, 2018-10-15T10:46:00.849Z, 2018-10-15T10:46:09.709Z, 2018-10-15T10:46:19.922Z, 2018-10-15T10:46:24.528Z, 2018-10-15T10:46:39.982Z, 2018-10-15T10:47:04.127Z, 2018-10-15T10:47:27.450Z, 2018-10-15T10:47:51.461Z, 2018-10-15T10:47:54.773Z, 2018-10-15T10:47:58.037Z, 2018-10-15T10:48:17.275Z, 2018-10-15T10:48:30.639Z, 2018-10-15T10:48:38.706Z, 2018-10-15T10:48:57.741Z, 2018-10-15T10:49:12.221Z, 2018-10-15T10:49:16.297Z, 2018-10-15T10:49:22.347Z, 2018-10-15T10:49:46.777Z, 2018-10-15T10:49:51.758Z, 2018-10-15T10:50:01.385Z, 2018-10-15T10:50:22.615Z, 2018-10-15T10:50:24.196Z, 2018-10-15T10:50:52.123Z, 2018-10-15T10:50:56.689Z, 2018-10-15T10:51:01.065Z, 2018-10-15T10:51:19.325Z, 2018-10-15T10:51:22.517Z, 2018-10-15T10:51:25.995Z, 2018-10-15T10:51:30.374Z, 2018-10-15T10:51:59.031Z, 2018-10-15T10:52:01.645Z, 2018-10-15T10:52:07.442Z, 2018-10-15T10:52:14.481Z, 2018-10-15T10:52:24.435Z, 2018-10-15T10:52:24.898Z, 2018-10-15T10:52:36.241Z, 2018-10-15T10:53:01.446Z, 2018-10-15T10:53:02.648Z, 2018-10-15T10:53:03.003Z, 2018-10-15T10:53:20.387Z, 2018-10-15T10:53:20.388Z, 2018-10-15T10:53:34.927Z, 2018-10-15T10:53:39.283Z, 2018-10-15T10:53:46.589Z, 2018-10-15T10:53:50.567Z, 2018-10-15T10:53:53.993Z, 2018-10-15T10:54:09.626Z, 2018-10-15T10:54:13.913Z, 2018-10-15T10:54:31.212Z, 2018-10-15T10:54:32.987Z, 2018-10-15T10:54:33.153Z, 2018-10-15T10:54:37.109Z, 2018-10-15T10:54:41.450Z, 2018-10-15T10:55:08.072Z, 2018-10-15T10:55:08.073Z, 2018-10-15T10:55:11.458Z, 2018-10-15T10:55:14.356Z, 2018-10-15T10:55:20.930Z, 2018-10-15T10:55:21.035Z, 2018-10-15T10:55:33.820Z, 2018-10-15T10:55:36.334Z, 2018-10-15T10:55:36.837Z, 2018-10-15T10:55:38.084Z, 2018-10-15T10:56:03.647Z, 2018-10-15T10:56:27.500Z, 2018-10-15T10:57:00.043Z, 2018-10-15T10:57:03.238Z, 2018-10-15T10:57:07.054Z, 2018-10-15T10:57:53.281Z, 2018-10-15T10:57:53.282Z, 2018-10-15T10:57:53.720Z, 2018-10-15T10:58:09.270Z, 2018-10-15T10:58:13.060Z, 2018-10-15T10:58:16.669Z, 2018-10-15T10:58:18.649Z, 2018-10-15T10:58:27.319Z, 2018-10-15T10:58:32.078Z, 2018-10-15T10:58:40.935Z, 2018-10-15T10:58:42.756Z, 2018-10-15T10:58:59.275Z, 2018-10-15T10:59:11.265Z, 2018-10-15T10:59:11.886Z, 2018-10-15T10:59:13.373Z, 2018-10-15T10:59:24.991Z, 2018-10-15T10:59:25.355Z, 2018-10-15T10:59:26.169Z, 2018-10-15T10:59:44.798Z, 2018-10-15T10:59:45.350Z, 2018-10-15T10:59:56.119Z, 2018-10-15T10:59:57.108Z, 2018-10-15T10:59:59.645Z, 2018-10-15T11:00:05.577Z, 2018-10-15T11:00:13.165Z, 2018-10-15T11:00:19.728Z, 2018-10-15T11:00:20.311Z, 2018-10-15T11:00:28.377Z, 2018-10-15T11:00:47.890Z, 2018-10-15T11:00:49.918Z, 2018-10-15T11:01:10.221Z, 2018-10-15T11:01:19.947Z, 2018-10-15T11:01:29.955Z, 2018-10-15T11:01:30.158Z, 2018-10-15T11:02:10.110Z, 2018-10-15T11:02:10.454Z]>",User,,,,,,,Sat Aug 13 00:51:21 BRT 2011,pt,"Candidato à Presidência da República (PT). Sou professor da USP e do Insper, ministro da Educação (2005-2012) e prefeito de São Paulo (2013-2016).",,http://pbs.twimg.com/profile_images/1030824105401110528/l0wXImH__bigger.jpg,238,842248,Fernando Haddad 13,São Paulo,,,
1051776948781965312,"@zelmacoelho Esse aí tá igual o Andrade de verde e amarelo, e comungando. Vamos pedir pra prender de novo. Relaxa amiga. 😂😂😂😂😂😂😂😂😂",<[2018-10-15T10:38:35.409Z]>,Tweet,,,,,,,Mon Oct 15 07:09:00 BRT 2018,pt,,,,,,,,,,
@nasser_iunes,@nasser_iunes,<[2018-10-15T10:38:35.409Z]>,User,,,,,,,Mon Feb 13 08:08:14 BRST 2012,pt,"Viver a plenitude possível, cultivar as boas amizades, olhar as pessoas nos olhos e andar de cabeça erguida. O resto é conseqüência ...",,http://pbs.twimg.com/profile_images/1030079203365072896/bgjCOK1w_bigger.jpg,1303,507,Nasser Iunes B_17,Araguaína - TO,,,
