Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1049314184784216065,"@William82112470 @joaoamoedonovo Errado. Entre alguém q pode fazer coisas liberais e alguém q diz no plano de governo com todas as letras que quer regular, aumentar impostos, indicações políticas,, aparelhamento  estatal, estatizar, fique com o primeiro fácil
https://t.co/jeyNQgDvI6",<[2018-10-08T15:02:51.975Z]>,Tweet,,,,,,,Mon Oct 08 12:02:51 BRT 2018,pt,,,,,,,,,,
@giacohique,@giacohique,<[2018-10-08T15:02:51.975Z]>,User,,,,,,,Sat Apr 08 21:18:03 BRT 2017,pt,"Exatas com pingos de teorias, gremista, libertário. Liberdade e Estado não combinam
 
Se a classe operária tudo produz, ao Estado nada pertence",,http://pbs.twimg.com/profile_images/966617116521717765/8wXxbw7z_bigger.jpg,120,117,Pove 3⃣0⃣...1⃣7⃣...Venezuela 2.0,Rio Grande do Sul,,,
https://m.youtube.com/watch?v=zJNTdpxmppQ,https://m.youtube.com/watch?v=zJNTdpxmppQ,<[2018-10-08T15:02:51.975Z]>,Link,,,,,,,,,,,,,,,,,,
1049314187430780928,@bchartsnet @cirogomes gente esse cara era perfeito pra presidência eu nao vou perdoar nunca,<[2018-10-08T15:02:52.570Z]>,Tweet,,,,,,,Mon Oct 08 12:02:52 BRT 2018,pt,,,,,,,,,,
@lemonadewars,@lemonadewars,<[2018-10-08T15:02:52.570Z]>,User,,,,,,,Wed Mar 23 14:05:38 BRT 2016,pt,"homossexualismo, beyonce e depravação moral, discos voadores e extraterrestres",,http://pbs.twimg.com/profile_images/1048994873481809920/jZdPHPRw_bigger.jpg,6094,7833,edu(ardo),,,,
1049314187351117824,"RT @rolzinha_: Nós, mulheres nordestinas, fizemos um belo trabalho em apoio ao nosso presidente @jairbolsonaro. Gastamos do nosso bolso, do…",<[2018-10-08T15:02:52.755Z]>,Tweet,,,,,,,Mon Oct 08 12:02:52 BRT 2018,pt,,,,,,,,,,
@silvadobrasil1,@silvadobrasil1,<[2018-10-08T15:02:52.755Z]>,User,,,,,,,Wed Apr 25 13:46:34 BRT 2018,pt,"Pai, Cristão, Conservador, patriota e averso total a ideologia comunista e ao globalismo.",,http://pbs.twimg.com/profile_images/1030473629891526657/gg9XrND1_bigger.jpg,782,522,Silva Do Brasil,"Selva Amazônica ",,,
1049263372414459904,"Nós, mulheres nordestinas, fizemos um belo trabalho em apoio ao nosso presidente @jairbolsonaro. Gastamos do nosso bolso, doamos o nosso tempo, fomos pra rua por um futuro melhor pra todos nós! O segundo turno é seu, capitão. É NOSSO! #Nordeste17 https://t.co/esl927edvG","<[2018-10-08T15:02:52.755Z, 2018-10-08T15:03:00.225Z, 2018-10-08T15:03:04.405Z, 2018-10-08T15:03:05.606Z, 2018-10-08T15:03:12.529Z, 2018-10-08T15:03:13.497Z, 2018-10-08T15:03:15.639Z, 2018-10-08T15:03:19.229Z, 2018-10-08T15:03:21.324Z, 2018-10-08T15:03:26.888Z, 2018-10-08T15:03:36.601Z, 2018-10-08T15:03:36.715Z, 2018-10-08T15:03:41.389Z, 2018-10-08T15:03:41.401Z, 2018-10-08T15:03:42.602Z, 2018-10-08T15:03:45.091Z, 2018-10-08T15:03:51.054Z, 2018-10-08T16:02:48.486Z, 2018-10-08T16:02:50.930Z, 2018-10-08T16:02:57.761Z, 2018-10-08T16:03:04.068Z, 2018-10-08T16:03:08.419Z, 2018-10-08T16:03:12.097Z, 2018-10-08T16:03:19.422Z, 2018-10-08T16:03:27.057Z, 2018-10-08T16:03:37.242Z, 2018-10-08T16:03:37.243Z, 2018-10-08T16:03:39.263Z, 2018-10-08T16:03:44.209Z, 2018-10-08T16:03:51.109Z, 2018-10-08T16:03:59.713Z, 2018-10-08T16:04:05.857Z, 2018-10-08T16:04:13.477Z, 2018-10-08T16:04:17.029Z, 2018-10-08T16:04:24.442Z, 2018-10-08T16:04:34.665Z, 2018-10-08T16:04:35.086Z, 2018-10-08T16:04:43.436Z, 2018-10-08T16:04:47.847Z, 2018-10-08T16:04:49.928Z, 2018-10-08T16:05:16.199Z, 2018-10-08T16:05:22.473Z, 2018-10-08T16:05:32.256Z, 2018-10-08T16:05:35.661Z, 2018-10-08T16:05:44.050Z, 2018-10-08T16:05:51.487Z, 2018-10-08T16:06:21.601Z, 2018-10-08T16:06:26.864Z, 2018-10-08T16:06:27.528Z, 2018-10-08T16:06:41.303Z, 2018-10-08T16:06:48.147Z, 2018-10-08T16:06:50.002Z, 2018-10-08T16:06:51.819Z, 2018-10-08T16:06:55.805Z, 2018-10-08T16:06:57.087Z, 2018-10-08T16:07:00.068Z, 2018-10-08T16:07:14.678Z, 2018-10-08T16:07:22.523Z, 2018-10-08T16:07:43.992Z, 2018-10-08T16:08:00.688Z, 2018-10-08T16:08:04.448Z, 2018-10-08T16:08:05.106Z, 2018-10-08T16:08:25.917Z, 2018-10-08T16:08:25.966Z, 2018-10-08T16:08:36.097Z, 2018-10-08T16:08:48.530Z, 2018-10-08T16:09:03.429Z, 2018-10-08T16:09:16.578Z, 2018-10-08T16:09:19.455Z, 2018-10-08T16:09:19.527Z, 2018-10-08T16:09:25.451Z, 2018-10-08T16:09:25.513Z, 2018-10-08T16:09:25.961Z, 2018-10-08T16:09:28.995Z, 2018-10-08T16:09:29.330Z, 2018-10-08T16:09:30.028Z, 2018-10-08T16:09:34.261Z, 2018-10-08T16:09:34.352Z]>",Tweet,,,,,,,Mon Oct 08 08:40:57 BRT 2018,pt,,,,,,,,,,
@rolzinha_,@rolzinha_,"<[2018-10-08T15:02:52.755Z, 2018-10-08T15:03:00.225Z, 2018-10-08T15:03:04.405Z, 2018-10-08T15:03:05.606Z, 2018-10-08T15:03:12.529Z, 2018-10-08T15:03:13.497Z, 2018-10-08T15:03:15.639Z, 2018-10-08T15:03:19.229Z, 2018-10-08T15:03:21.324Z, 2018-10-08T15:03:26.888Z, 2018-10-08T15:03:36.601Z, 2018-10-08T15:03:36.715Z, 2018-10-08T15:03:41.389Z, 2018-10-08T15:03:41.401Z, 2018-10-08T15:03:42.602Z, 2018-10-08T15:03:45.091Z, 2018-10-08T15:03:49.924Z, 2018-10-08T15:03:51.054Z, 2018-10-08T16:02:48.486Z, 2018-10-08T16:02:50.930Z, 2018-10-08T16:02:57.761Z, 2018-10-08T16:03:04.068Z, 2018-10-08T16:03:08.419Z, 2018-10-08T16:03:12.097Z, 2018-10-08T16:03:19.422Z, 2018-10-08T16:03:27.057Z, 2018-10-08T16:03:37.242Z, 2018-10-08T16:03:37.243Z, 2018-10-08T16:03:39.263Z, 2018-10-08T16:03:44.209Z, 2018-10-08T16:03:51.109Z, 2018-10-08T16:03:59.713Z, 2018-10-08T16:04:05.857Z, 2018-10-08T16:04:13.477Z, 2018-10-08T16:04:17.029Z, 2018-10-08T16:04:24.442Z, 2018-10-08T16:04:34.665Z, 2018-10-08T16:04:35.086Z, 2018-10-08T16:04:43.436Z, 2018-10-08T16:04:47.847Z, 2018-10-08T16:04:49.928Z, 2018-10-08T16:05:16.199Z, 2018-10-08T16:05:22.473Z, 2018-10-08T16:05:32.256Z, 2018-10-08T16:05:35.661Z, 2018-10-08T16:05:44.050Z, 2018-10-08T16:05:51.487Z, 2018-10-08T16:06:21.601Z, 2018-10-08T16:06:26.864Z, 2018-10-08T16:06:27.528Z, 2018-10-08T16:06:41.303Z, 2018-10-08T16:06:48.147Z, 2018-10-08T16:06:50.002Z, 2018-10-08T16:06:51.819Z, 2018-10-08T16:06:55.805Z, 2018-10-08T16:06:57.087Z, 2018-10-08T16:07:00.068Z, 2018-10-08T16:07:14.678Z, 2018-10-08T16:07:22.523Z, 2018-10-08T16:07:43.992Z, 2018-10-08T16:08:00.688Z, 2018-10-08T16:08:04.448Z, 2018-10-08T16:08:05.106Z, 2018-10-08T16:08:25.917Z, 2018-10-08T16:08:25.966Z, 2018-10-08T16:08:36.097Z, 2018-10-08T16:08:48.530Z, 2018-10-08T16:09:03.429Z, 2018-10-08T16:09:16.578Z, 2018-10-08T16:09:19.455Z, 2018-10-08T16:09:19.527Z, 2018-10-08T16:09:25.451Z, 2018-10-08T16:09:25.513Z, 2018-10-08T16:09:25.961Z, 2018-10-08T16:09:28.995Z, 2018-10-08T16:09:29.330Z, 2018-10-08T16:09:30.028Z, 2018-10-08T16:09:34.261Z, 2018-10-08T16:09:34.352Z]>",User,,,,,,,Mon Sep 14 11:33:51 BRT 2009,pt,"Tem um pouco de sangue no meu dendê.
insta: @rolzinha_",,http://pbs.twimg.com/profile_images/1030233691497226240/Y4Svi_af_bigger.jpg,594,1482,Caroline Barbalho 17,Salvador,,,
"#nordeste17","#nordeste17","<[2018-10-08T15:02:52.755Z, 2018-10-08T15:02:56.443Z, 2018-10-08T15:02:58.232Z, 2018-10-08T15:02:58.233Z, 2018-10-08T15:02:59.287Z, 2018-10-08T15:03:00.225Z, 2018-10-08T15:03:01.196Z, 2018-10-08T15:03:02.518Z, 2018-10-08T15:03:03.314Z, 2018-10-08T15:03:04.405Z, 2018-10-08T15:03:05.606Z, 2018-10-08T15:03:05.736Z, 2018-10-08T15:03:08.375Z, 2018-10-08T15:03:10.054Z, 2018-10-08T15:03:11.712Z, 2018-10-08T15:03:12.529Z, 2018-10-08T15:03:13.497Z, 2018-10-08T15:03:15.639Z, 2018-10-08T15:03:17.967Z, 2018-10-08T15:03:19.229Z, 2018-10-08T15:03:19.613Z, 2018-10-08T15:03:20.565Z, 2018-10-08T15:03:20.819Z, 2018-10-08T15:03:20.820Z, 2018-10-08T15:03:21.324Z, 2018-10-08T15:03:21.721Z, 2018-10-08T15:03:21.887Z, 2018-10-08T15:03:22.095Z, 2018-10-08T15:03:24.283Z, 2018-10-08T15:03:24.582Z, 2018-10-08T15:03:26.888Z, 2018-10-08T15:03:28.206Z, 2018-10-08T15:03:30.161Z, 2018-10-08T15:03:36.190Z, 2018-10-08T15:03:36.601Z, 2018-10-08T15:03:36.715Z, 2018-10-08T15:03:38.489Z, 2018-10-08T15:03:41.389Z, 2018-10-08T15:03:41.401Z, 2018-10-08T15:03:42.602Z, 2018-10-08T15:03:42.978Z, 2018-10-08T15:03:44.609Z, 2018-10-08T15:03:44.712Z, 2018-10-08T15:03:45.091Z, 2018-10-08T15:03:48.579Z, 2018-10-08T15:03:48.684Z, 2018-10-08T15:03:49.574Z, 2018-10-08T15:03:50.278Z, 2018-10-08T15:03:50.554Z, 2018-10-08T15:03:51.054Z, 2018-10-08T16:02:43.331Z, 2018-10-08T16:02:45.797Z, 2018-10-08T16:02:48.486Z, 2018-10-08T16:02:49.145Z, 2018-10-08T16:02:50.930Z, 2018-10-08T16:02:57.761Z, 2018-10-08T16:02:59.341Z, 2018-10-08T16:03:01.558Z, 2018-10-08T16:03:02.426Z, 2018-10-08T16:03:02.427Z, 2018-10-08T16:03:03.370Z, 2018-10-08T16:03:03.376Z, 2018-10-08T16:03:04.068Z, 2018-10-08T16:03:04.405Z, 2018-10-08T16:03:08.419Z, 2018-10-08T16:03:12.097Z, 2018-10-08T16:03:13.182Z, 2018-10-08T16:03:14.137Z, 2018-10-08T16:03:14.786Z, 2018-10-08T16:03:18.396Z, 2018-10-08T16:03:19.422Z, 2018-10-08T16:03:19.651Z, 2018-10-08T16:03:21.599Z, 2018-10-08T16:03:27.057Z, 2018-10-08T16:03:29.242Z, 2018-10-08T16:03:30.685Z, 2018-10-08T16:03:31.937Z, 2018-10-08T16:03:32.477Z, 2018-10-08T16:03:37.242Z, 2018-10-08T16:03:37.243Z, 2018-10-08T16:03:37.273Z, 2018-10-08T16:03:37.574Z, 2018-10-08T16:03:39.263Z, 2018-10-08T16:03:40.116Z, 2018-10-08T16:03:41.243Z, 2018-10-08T16:03:42.963Z, 2018-10-08T16:03:44.209Z, 2018-10-08T16:03:45.555Z, 2018-10-08T16:03:48.241Z, 2018-10-08T16:03:51.109Z, 2018-10-08T16:03:51.400Z, 2018-10-08T16:03:55.237Z, 2018-10-08T16:03:55.238Z, 2018-10-08T16:03:55.294Z, 2018-10-08T16:03:55.295Z, 2018-10-08T16:03:55.462Z, 2018-10-08T16:03:56.498Z, 2018-10-08T16:03:58.255Z, 2018-10-08T16:03:59.713Z, 2018-10-08T16:04:00.073Z, 2018-10-08T16:04:00.951Z, 2018-10-08T16:04:05.857Z, 2018-10-08T16:04:12.578Z, 2018-10-08T16:04:12.579Z, 2018-10-08T16:04:13.029Z, 2018-10-08T16:04:13.477Z, 2018-10-08T16:04:17.029Z, 2018-10-08T16:04:19.651Z, 2018-10-08T16:04:19.742Z, 2018-10-08T16:04:21.089Z, 2018-10-08T16:04:24.442Z, 2018-10-08T16:04:25.104Z, 2018-10-08T16:04:26.537Z, 2018-10-08T16:04:26.747Z, 2018-10-08T16:04:28.910Z, 2018-10-08T16:04:28.941Z, 2018-10-08T16:04:32.601Z, 2018-10-08T16:04:32.985Z, 2018-10-08T16:04:34.665Z, 2018-10-08T16:04:35.086Z, 2018-10-08T16:04:35.526Z, 2018-10-08T16:04:38.289Z, 2018-10-08T16:04:38.344Z, 2018-10-08T16:04:38.345Z, 2018-10-08T16:04:41.741Z, 2018-10-08T16:04:43.091Z, 2018-10-08T16:04:43.436Z, 2018-10-08T16:04:45.683Z, 2018-10-08T16:04:47.847Z, 2018-10-08T16:04:48.555Z, 2018-10-08T16:04:48.843Z, 2018-10-08T16:04:49.116Z, 2018-10-08T16:04:49.125Z, 2018-10-08T16:04:49.928Z, 2018-10-08T16:04:51.840Z, 2018-10-08T16:04:53.458Z, 2018-10-08T16:04:56.501Z, 2018-10-08T16:04:56.917Z, 2018-10-08T16:05:03.230Z, 2018-10-08T16:05:04.503Z, 2018-10-08T16:05:05.111Z, 2018-10-08T16:05:06.548Z, 2018-10-08T16:05:06.549Z, 2018-10-08T16:05:11.545Z, 2018-10-08T16:05:12.566Z, 2018-10-08T16:05:12.665Z, 2018-10-08T16:05:16.199Z, 2018-10-08T16:05:16.731Z, 2018-10-08T16:05:20.580Z, 2018-10-08T16:05:20.832Z, 2018-10-08T16:05:21.229Z, 2018-10-08T16:05:22.473Z, 2018-10-08T16:05:23.146Z, 2018-10-08T16:05:27.993Z, 2018-10-08T16:05:29.624Z, 2018-10-08T16:05:32.256Z, 2018-10-08T16:05:34.789Z, 2018-10-08T16:05:34.913Z, 2018-10-08T16:05:35.661Z, 2018-10-08T16:05:37.338Z, 2018-10-08T16:05:39.857Z, 2018-10-08T16:05:40.675Z, 2018-10-08T16:05:44.050Z, 2018-10-08T16:05:44.324Z, 2018-10-08T16:05:50.263Z, 2018-10-08T16:05:51.487Z, 2018-10-08T16:05:52.004Z, 2018-10-08T16:05:54.135Z, 2018-10-08T16:06:04.118Z, 2018-10-08T16:06:07.899Z, 2018-10-08T16:06:10.230Z, 2018-10-08T16:06:10.420Z, 2018-10-08T16:06:15.776Z, 2018-10-08T16:06:16.136Z, 2018-10-08T16:06:21.601Z, 2018-10-08T16:06:25.320Z, 2018-10-08T16:06:25.690Z, 2018-10-08T16:06:26.864Z, 2018-10-08T16:06:27.528Z, 2018-10-08T16:06:29.368Z, 2018-10-08T16:06:35.588Z, 2018-10-08T16:06:36.260Z, 2018-10-08T16:06:37.172Z, 2018-10-08T16:06:37.313Z, 2018-10-08T16:06:39.778Z, 2018-10-08T16:06:41.303Z, 2018-10-08T16:06:45.900Z, 2018-10-08T16:06:47.236Z, 2018-10-08T16:06:48.146Z, 2018-10-08T16:06:48.147Z, 2018-10-08T16:06:50.002Z, 2018-10-08T16:06:51.819Z, 2018-10-08T16:06:53.568Z, 2018-10-08T16:06:54.218Z, 2018-10-08T16:06:55.805Z, 2018-10-08T16:06:57.087Z, 2018-10-08T16:06:59.110Z, 2018-10-08T16:07:00.068Z, 2018-10-08T16:07:00.986Z, 2018-10-08T16:07:02.792Z, 2018-10-08T16:07:03.987Z, 2018-10-08T16:07:05.354Z, 2018-10-08T16:07:06.927Z, 2018-10-08T16:07:07.609Z, 2018-10-08T16:07:11.436Z, 2018-10-08T16:07:12.885Z, 2018-10-08T16:07:14.678Z, 2018-10-08T16:07:17.167Z, 2018-10-08T16:07:21.037Z, 2018-10-08T16:07:22.523Z, 2018-10-08T16:07:25.161Z, 2018-10-08T16:07:26.416Z, 2018-10-08T16:07:26.417Z, 2018-10-08T16:07:26.691Z, 2018-10-08T16:07:28.230Z, 2018-10-08T16:07:28.676Z, 2018-10-08T16:07:35.661Z, 2018-10-08T16:07:37.771Z, 2018-10-08T16:07:38.855Z, 2018-10-08T16:07:43.373Z, 2018-10-08T16:07:43.992Z, 2018-10-08T16:07:44.681Z, 2018-10-08T16:07:45.761Z, 2018-10-08T16:07:51.692Z, 2018-10-08T16:07:53.322Z, 2018-10-08T16:07:54.334Z, 2018-10-08T16:07:54.663Z, 2018-10-08T16:08:00.687Z, 2018-10-08T16:08:00.688Z, 2018-10-08T16:08:00.731Z, 2018-10-08T16:08:01.697Z, 2018-10-08T16:08:04.448Z, 2018-10-08T16:08:05.106Z, 2018-10-08T16:08:05.245Z, 2018-10-08T16:08:06.673Z, 2018-10-08T16:08:07.179Z, 2018-10-08T16:08:07.299Z, 2018-10-08T16:08:07.982Z, 2018-10-08T16:08:09.021Z, 2018-10-08T16:08:09.405Z, 2018-10-08T16:08:11.151Z, 2018-10-08T16:08:14.342Z, 2018-10-08T16:08:15.931Z, 2018-10-08T16:08:16.464Z, 2018-10-08T16:08:25.917Z, 2018-10-08T16:08:25.966Z, 2018-10-08T16:08:28.698Z, 2018-10-08T16:08:28.813Z, 2018-10-08T16:08:28.927Z, 2018-10-08T16:08:36.097Z, 2018-10-08T16:08:42.578Z, 2018-10-08T16:08:42.888Z, 2018-10-08T16:08:43.006Z, 2018-10-08T16:08:45.034Z, 2018-10-08T16:08:45.035Z, 2018-10-08T16:08:46.848Z, 2018-10-08T16:08:48.530Z, 2018-10-08T16:08:51.299Z, 2018-10-08T16:08:52.619Z, 2018-10-08T16:08:54.722Z, 2018-10-08T16:09:00.792Z, 2018-10-08T16:09:00.793Z, 2018-10-08T16:09:02.245Z, 2018-10-08T16:09:03.429Z, 2018-10-08T16:09:04.175Z, 2018-10-08T16:09:08.660Z, 2018-10-08T16:09:12.467Z, 2018-10-08T16:09:15.628Z, 2018-10-08T16:09:16.578Z, 2018-10-08T16:09:17.423Z, 2018-10-08T16:09:18.669Z, 2018-10-08T16:09:19.455Z, 2018-10-08T16:09:19.527Z, 2018-10-08T16:09:19.597Z, 2018-10-08T16:09:20.102Z, 2018-10-08T16:09:22.092Z, 2018-10-08T16:09:25.451Z, 2018-10-08T16:09:25.513Z, 2018-10-08T16:09:25.961Z, 2018-10-08T16:09:28.995Z, 2018-10-08T16:09:29.330Z, 2018-10-08T16:09:29.508Z, 2018-10-08T16:09:30.028Z, 2018-10-08T16:09:34.261Z, 2018-10-08T16:09:34.352Z]>",Hashtag,,,,,,,,,,,,,,,,,,
