Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1053256821975248901,"#MarketeirosDoJair #MarqueteirosDoJair #FolhaPutinhaDoPT 
#BolsonaroPresidente
#BolsonaroPresidente17 
#Dia28é17
#PTnuncamais
#PTnão
#PTjamais
#elesim",<[2018-10-19T12:09:29.850Z]>,Tweet,,,,,,,Fri Oct 19 09:09:29 BRT 2018,und,,,,,,,,,,
@leotorres1982,@leotorres1982,"<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:29.851Z, 2018-10-19T12:11:42.749Z]>",User,,,,,,,Wed Jan 11 03:44:07 BRST 2017,pt,"@exercitooficial

Bandido Bom é Bandido Morto Sim... Selva!!!",,http://pbs.twimg.com/profile_images/1052297654548475904/gMgsSGre_bigger.jpg,820,1020,SD: LéoTorresJB1⃣7⃣🇧🇷,"Camaçari,bahia, Brasil",,,
"#marketeirosdojair","#marketeirosdojair","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:35.306Z, 2018-10-19T12:09:35.439Z, 2018-10-19T12:09:35.852Z, 2018-10-19T12:09:37.019Z, 2018-10-19T12:09:37.445Z, 2018-10-19T12:09:39.113Z, 2018-10-19T12:09:43.829Z, 2018-10-19T12:09:45.055Z, 2018-10-19T12:09:49.784Z, 2018-10-19T12:09:51.041Z, 2018-10-19T12:09:55.216Z, 2018-10-19T12:09:55.359Z, 2018-10-19T12:09:57.101Z, 2018-10-19T12:09:58.393Z, 2018-10-19T12:09:59.428Z, 2018-10-19T12:10:06.946Z, 2018-10-19T12:10:10.219Z, 2018-10-19T12:10:11.640Z, 2018-10-19T12:10:12.820Z, 2018-10-19T12:10:33.059Z, 2018-10-19T12:10:40.528Z, 2018-10-19T12:10:42.343Z, 2018-10-19T12:10:44.204Z, 2018-10-19T12:10:46.393Z, 2018-10-19T12:10:49.746Z, 2018-10-19T12:10:54.371Z, 2018-10-19T12:10:57.033Z, 2018-10-19T12:10:58.170Z, 2018-10-19T12:11:03.504Z, 2018-10-19T12:11:05.129Z, 2018-10-19T12:11:06.555Z, 2018-10-19T12:11:07.760Z, 2018-10-19T12:11:09.505Z, 2018-10-19T12:11:10.713Z, 2018-10-19T12:11:10.714Z, 2018-10-19T12:11:11.026Z, 2018-10-19T12:11:11.078Z, 2018-10-19T12:11:11.754Z, 2018-10-19T12:11:18.403Z, 2018-10-19T12:11:18.660Z, 2018-10-19T12:11:21.370Z, 2018-10-19T12:11:21.701Z, 2018-10-19T12:11:23.687Z, 2018-10-19T12:11:24.379Z, 2018-10-19T12:11:28.423Z, 2018-10-19T12:11:32.755Z, 2018-10-19T12:11:34.833Z, 2018-10-19T12:11:36.638Z, 2018-10-19T12:11:38.509Z, 2018-10-19T12:11:38.644Z, 2018-10-19T12:11:39.874Z, 2018-10-19T12:11:40.910Z, 2018-10-19T12:11:44.730Z, 2018-10-19T12:11:44.731Z, 2018-10-19T12:11:46.382Z, 2018-10-19T12:11:46.473Z, 2018-10-19T12:11:47.296Z, 2018-10-19T12:11:49.326Z, 2018-10-19T12:11:49.327Z, 2018-10-19T12:12:00.200Z, 2018-10-19T12:12:08.534Z, 2018-10-19T12:12:10.659Z, 2018-10-19T12:12:11.711Z, 2018-10-19T12:12:15.142Z, 2018-10-19T12:12:18.362Z, 2018-10-19T12:12:18.744Z, 2018-10-19T12:12:19.009Z, 2018-10-19T12:12:22.694Z, 2018-10-19T12:12:22.862Z, 2018-10-19T12:12:26.813Z, 2018-10-19T12:12:26.814Z, 2018-10-19T12:12:29.654Z, 2018-10-19T12:12:32.159Z, 2018-10-19T12:12:38.747Z, 2018-10-19T12:12:41.231Z, 2018-10-19T12:12:41.794Z, 2018-10-19T12:12:45.275Z, 2018-10-19T12:12:48.275Z, 2018-10-19T12:12:52.735Z, 2018-10-19T12:12:54.410Z, 2018-10-19T12:12:58.067Z, 2018-10-19T12:12:58.630Z, 2018-10-19T12:13:00.329Z, 2018-10-19T12:13:01.508Z, 2018-10-19T12:13:04.972Z, 2018-10-19T12:13:14.001Z, 2018-10-19T12:13:17.429Z, 2018-10-19T12:13:17.878Z, 2018-10-19T12:13:18.783Z, 2018-10-19T12:13:20.996Z, 2018-10-19T12:13:26.907Z, 2018-10-19T12:13:32.404Z, 2018-10-19T12:13:37.248Z, 2018-10-19T12:13:37.761Z, 2018-10-19T12:13:49.088Z, 2018-10-19T12:13:54.679Z, 2018-10-19T12:13:56.118Z, 2018-10-19T12:13:57.491Z, 2018-10-19T12:13:59.307Z, 2018-10-19T12:13:59.857Z, 2018-10-19T12:14:03.703Z, 2018-10-19T12:14:04.585Z, 2018-10-19T12:14:05.666Z, 2018-10-19T12:14:08.146Z, 2018-10-19T12:14:08.895Z, 2018-10-19T12:14:10.632Z, 2018-10-19T12:14:10.863Z, 2018-10-19T12:14:13.033Z, 2018-10-19T12:14:14.030Z, 2018-10-19T12:14:15.183Z, 2018-10-19T12:14:15.467Z, 2018-10-19T12:14:18.819Z, 2018-10-19T12:14:20.417Z, 2018-10-19T12:14:22.792Z, 2018-10-19T12:14:22.811Z, 2018-10-19T12:14:23.284Z, 2018-10-19T12:14:23.572Z, 2018-10-19T12:14:24.236Z, 2018-10-19T12:14:25.468Z, 2018-10-19T12:14:25.469Z, 2018-10-19T12:14:31.144Z, 2018-10-19T12:14:33.220Z, 2018-10-19T12:14:34.342Z, 2018-10-19T12:14:35.227Z, 2018-10-19T12:14:36.245Z, 2018-10-19T12:14:37.063Z, 2018-10-19T12:14:37.706Z, 2018-10-19T12:14:38.514Z, 2018-10-19T12:14:39.993Z, 2018-10-19T12:14:41.113Z, 2018-10-19T12:14:43.956Z, 2018-10-19T12:14:44.793Z, 2018-10-19T12:14:46.060Z, 2018-10-19T12:14:48.043Z, 2018-10-19T12:14:48.651Z, 2018-10-19T12:14:54.551Z, 2018-10-19T12:14:54.712Z, 2018-10-19T12:14:56.540Z, 2018-10-19T12:14:56.775Z, 2018-10-19T12:15:02.190Z, 2018-10-19T12:15:04.530Z, 2018-10-19T12:15:09.773Z, 2018-10-19T12:15:11.851Z, 2018-10-19T12:15:15.265Z, 2018-10-19T12:15:16.774Z, 2018-10-19T12:15:18.274Z, 2018-10-19T12:15:22.769Z, 2018-10-19T12:15:22.873Z, 2018-10-19T12:15:23.615Z, 2018-10-19T12:15:25.151Z, 2018-10-19T12:15:25.221Z, 2018-10-19T12:15:33.273Z, 2018-10-19T12:15:34.055Z, 2018-10-19T12:15:42.463Z, 2018-10-19T12:15:42.988Z, 2018-10-19T12:15:47.629Z, 2018-10-19T12:15:48.508Z, 2018-10-19T12:15:49.375Z, 2018-10-19T12:15:54.843Z, 2018-10-19T12:15:58.275Z, 2018-10-19T12:15:59.565Z, 2018-10-19T12:16:00.549Z, 2018-10-19T12:16:02.153Z, 2018-10-19T12:16:02.895Z, 2018-10-19T12:16:09.233Z, 2018-10-19T12:16:09.578Z, 2018-10-19T12:16:09.626Z, 2018-10-19T12:16:10.816Z, 2018-10-19T12:16:13.222Z, 2018-10-19T12:16:13.369Z, 2018-10-19T12:16:13.838Z, 2018-10-19T12:16:14.923Z, 2018-10-19T12:16:15.226Z, 2018-10-19T12:16:15.854Z, 2018-10-19T12:16:17.898Z, 2018-10-19T12:16:18.581Z, 2018-10-19T12:16:27.368Z, 2018-10-19T12:16:30.581Z, 2018-10-19T12:16:36.467Z, 2018-10-19T12:16:38.381Z, 2018-10-19T12:16:38.909Z, 2018-10-19T12:16:39.708Z, 2018-10-19T12:16:39.855Z, 2018-10-19T12:16:41.621Z, 2018-10-19T12:16:43.922Z, 2018-10-19T12:16:43.923Z, 2018-10-19T12:16:46.654Z, 2018-10-19T12:16:52.334Z, 2018-10-19T12:16:52.335Z, 2018-10-19T12:16:56.809Z, 2018-10-19T12:16:58.470Z, 2018-10-19T12:17:00.785Z, 2018-10-19T12:17:03.156Z, 2018-10-19T12:17:08.287Z, 2018-10-19T12:17:08.288Z, 2018-10-19T12:17:12.380Z, 2018-10-19T12:17:13.754Z, 2018-10-19T12:17:18.139Z, 2018-10-19T12:17:18.140Z, 2018-10-19T12:17:24.152Z, 2018-10-19T12:17:25.428Z, 2018-10-19T12:17:26.852Z, 2018-10-19T12:17:27.217Z, 2018-10-19T12:17:30.101Z, 2018-10-19T12:17:30.578Z, 2018-10-19T12:17:31.056Z, 2018-10-19T12:17:35.558Z, 2018-10-19T12:17:36.051Z, 2018-10-19T12:17:37.096Z, 2018-10-19T12:17:38.218Z, 2018-10-19T12:17:38.278Z, 2018-10-19T12:17:44.114Z, 2018-10-19T12:17:45.126Z, 2018-10-19T12:17:47.898Z, 2018-10-19T12:17:48.828Z, 2018-10-19T12:17:49.058Z, 2018-10-19T12:17:50.187Z, 2018-10-19T12:17:50.465Z, 2018-10-19T12:17:52.024Z, 2018-10-19T12:17:53.568Z, 2018-10-19T12:17:53.860Z, 2018-10-19T12:17:57.157Z, 2018-10-19T12:17:57.328Z, 2018-10-19T12:17:58.561Z, 2018-10-19T12:18:00.105Z, 2018-10-19T12:18:02.800Z, 2018-10-19T12:18:05.617Z, 2018-10-19T12:18:07.271Z, 2018-10-19T12:18:07.275Z, 2018-10-19T12:18:10.092Z, 2018-10-19T12:18:13.678Z, 2018-10-19T12:18:15.255Z, 2018-10-19T12:18:16.642Z, 2018-10-19T12:18:19.705Z, 2018-10-19T12:18:19.873Z, 2018-10-19T12:18:23.176Z, 2018-10-19T12:18:23.852Z, 2018-10-19T12:18:24.033Z, 2018-10-19T12:18:24.426Z, 2018-10-19T12:18:26.322Z, 2018-10-19T12:18:27.025Z, 2018-10-19T12:18:28.162Z, 2018-10-19T12:18:28.887Z, 2018-10-19T12:18:30.054Z, 2018-10-19T12:18:35.388Z, 2018-10-19T12:18:36.887Z, 2018-10-19T12:18:37.504Z, 2018-10-19T12:18:38.411Z, 2018-10-19T12:18:40.127Z, 2018-10-19T12:18:41.607Z, 2018-10-19T12:18:46.586Z, 2018-10-19T12:18:48.878Z, 2018-10-19T12:18:48.988Z, 2018-10-19T12:18:52.755Z, 2018-10-19T12:18:57.054Z, 2018-10-19T12:19:00.703Z, 2018-10-19T12:19:04.518Z, 2018-10-19T12:19:05.368Z, 2018-10-19T12:19:07.085Z, 2018-10-19T12:19:10.200Z, 2018-10-19T12:19:12.037Z, 2018-10-19T12:19:13.151Z, 2018-10-19T12:19:17.173Z, 2018-10-19T12:19:20.435Z, 2018-10-19T12:19:20.549Z, 2018-10-19T12:19:21.317Z, 2018-10-19T12:19:28.655Z, 2018-10-19T12:19:28.656Z, 2018-10-19T12:19:30.368Z, 2018-10-19T12:19:37.203Z, 2018-10-19T12:19:37.986Z, 2018-10-19T12:19:48.196Z, 2018-10-19T12:19:48.323Z, 2018-10-19T12:19:48.560Z, 2018-10-19T12:19:50.266Z, 2018-10-19T12:19:50.281Z, 2018-10-19T12:19:55.617Z, 2018-10-19T12:19:58.290Z, 2018-10-19T12:19:59.392Z, 2018-10-19T12:20:02.188Z, 2018-10-19T12:20:04.916Z]>",Hashtag,,,,,,,,,,,,,,,,,,
"#marqueteirosdojair","#marqueteirosdojair","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:30.594Z, 2018-10-19T12:09:35.439Z, 2018-10-19T12:09:44.010Z, 2018-10-19T12:09:47.020Z, 2018-10-19T12:10:04.505Z, 2018-10-19T12:10:22.449Z, 2018-10-19T12:10:42.343Z, 2018-10-19T12:10:46.150Z, 2018-10-19T12:11:05.567Z, 2018-10-19T12:11:29.007Z, 2018-10-19T12:11:30.319Z, 2018-10-19T12:11:41.466Z, 2018-10-19T12:12:15.347Z, 2018-10-19T12:12:19.770Z, 2018-10-19T12:12:29.654Z, 2018-10-19T12:12:41.231Z, 2018-10-19T12:12:51.170Z, 2018-10-19T12:12:54.322Z, 2018-10-19T12:13:10.054Z, 2018-10-19T12:13:12.188Z, 2018-10-19T12:13:15.324Z, 2018-10-19T12:13:20.738Z, 2018-10-19T12:13:20.996Z, 2018-10-19T12:13:22.844Z, 2018-10-19T12:13:25.792Z, 2018-10-19T12:13:29.389Z, 2018-10-19T12:13:43.566Z, 2018-10-19T12:13:58.323Z, 2018-10-19T12:13:59.857Z, 2018-10-19T12:14:18.154Z, 2018-10-19T12:14:22.367Z, 2018-10-19T12:14:22.811Z, 2018-10-19T12:14:28.716Z, 2018-10-19T12:14:34.342Z, 2018-10-19T12:14:35.217Z, 2018-10-19T12:14:42.539Z, 2018-10-19T12:14:48.986Z, 2018-10-19T12:14:52.423Z, 2018-10-19T12:15:11.318Z, 2018-10-19T12:15:16.558Z, 2018-10-19T12:15:16.774Z, 2018-10-19T12:15:23.285Z, 2018-10-19T12:15:31.773Z, 2018-10-19T12:15:34.174Z, 2018-10-19T12:15:38.171Z, 2018-10-19T12:15:51.371Z, 2018-10-19T12:15:53.970Z, 2018-10-19T12:16:17.898Z, 2018-10-19T12:16:25.218Z, 2018-10-19T12:16:39.855Z, 2018-10-19T12:16:40.398Z, 2018-10-19T12:16:42.542Z, 2018-10-19T12:16:44.849Z, 2018-10-19T12:16:55.110Z, 2018-10-19T12:16:57.265Z, 2018-10-19T12:17:07.559Z, 2018-10-19T12:17:10.445Z, 2018-10-19T12:17:15.936Z, 2018-10-19T12:17:15.937Z, 2018-10-19T12:17:18.139Z, 2018-10-19T12:17:18.140Z, 2018-10-19T12:17:29.513Z, 2018-10-19T12:17:37.096Z, 2018-10-19T12:17:38.278Z, 2018-10-19T12:17:44.656Z, 2018-10-19T12:17:52.024Z, 2018-10-19T12:18:03.430Z, 2018-10-19T12:18:03.532Z, 2018-10-19T12:18:07.271Z, 2018-10-19T12:18:10.170Z, 2018-10-19T12:18:11.257Z, 2018-10-19T12:18:11.258Z, 2018-10-19T12:18:26.322Z, 2018-10-19T12:18:39.763Z, 2018-10-19T12:18:40.231Z, 2018-10-19T12:18:43.785Z, 2018-10-19T12:18:48.878Z, 2018-10-19T12:19:04.886Z, 2018-10-19T12:19:10.315Z, 2018-10-19T12:19:21.189Z, 2018-10-19T12:19:28.280Z, 2018-10-19T12:19:28.655Z, 2018-10-19T12:19:28.656Z, 2018-10-19T12:19:37.218Z, 2018-10-19T12:19:44.357Z, 2018-10-19T12:19:51.237Z, 2018-10-19T12:20:04.119Z]>",Hashtag,,,,,,,,,,,,,,,,,,
"#folhaputinhadopt","#folhaputinhadopt","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:59.702Z, 2018-10-19T12:10:38.165Z, 2018-10-19T12:10:56.463Z, 2018-10-19T12:11:10.713Z, 2018-10-19T12:11:10.714Z, 2018-10-19T12:11:30.627Z, 2018-10-19T12:11:44.730Z, 2018-10-19T12:11:44.731Z, 2018-10-19T12:11:58.024Z, 2018-10-19T12:12:29.654Z, 2018-10-19T12:12:32.523Z, 2018-10-19T12:12:32.524Z, 2018-10-19T12:12:32.628Z, 2018-10-19T12:12:38.747Z, 2018-10-19T12:12:51.336Z, 2018-10-19T12:12:52.251Z, 2018-10-19T12:13:20.996Z, 2018-10-19T12:13:46.844Z, 2018-10-19T12:13:54.679Z, 2018-10-19T12:13:59.857Z, 2018-10-19T12:14:21.901Z, 2018-10-19T12:14:34.342Z, 2018-10-19T12:14:53.189Z, 2018-10-19T12:15:02.367Z, 2018-10-19T12:15:09.014Z, 2018-10-19T12:15:38.171Z, 2018-10-19T12:16:17.594Z, 2018-10-19T12:16:31.837Z, 2018-10-19T12:16:56.188Z, 2018-10-19T12:17:18.139Z, 2018-10-19T12:17:18.140Z, 2018-10-19T12:17:23.863Z, 2018-10-19T12:17:25.428Z, 2018-10-19T12:17:37.096Z, 2018-10-19T12:17:38.218Z, 2018-10-19T12:18:08.624Z, 2018-10-19T12:18:15.713Z, 2018-10-19T12:18:31.368Z, 2018-10-19T12:18:40.127Z, 2018-10-19T12:19:52.708Z]>",Hashtag,,,,,,,,,,,,,,,,,,
"#bolsonaropresidente","#bolsonaropresidente","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:40.647Z, 2018-10-19T12:09:51.229Z, 2018-10-19T12:10:34.593Z, 2018-10-19T12:10:37.130Z, 2018-10-19T12:11:04.454Z, 2018-10-19T12:11:17.349Z, 2018-10-19T12:11:56.009Z, 2018-10-19T12:12:15.142Z, 2018-10-19T12:13:58.969Z, 2018-10-19T12:15:22.769Z, 2018-10-19T12:16:14.923Z, 2018-10-19T12:16:19.994Z, 2018-10-19T12:17:11.810Z, 2018-10-19T12:18:52.755Z]>",Hashtag,,,,,,,,,,,,,,,,,,
"#bolsonaropresidente17","#bolsonaropresidente17","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:10:16.765Z, 2018-10-19T12:11:04.454Z, 2018-10-19T12:12:51.335Z, 2018-10-19T12:12:51.336Z, 2018-10-19T12:12:54.322Z, 2018-10-19T12:13:20.738Z, 2018-10-19T12:13:29.389Z, 2018-10-19T12:13:43.566Z, 2018-10-19T12:13:44.768Z, 2018-10-19T12:15:23.285Z, 2018-10-19T12:15:53.970Z, 2018-10-19T12:15:59.565Z, 2018-10-19T12:16:19.994Z, 2018-10-19T12:16:57.265Z, 2018-10-19T12:17:00.785Z, 2018-10-19T12:17:12.380Z, 2018-10-19T12:17:45.126Z, 2018-10-19T12:18:03.532Z, 2018-10-19T12:18:39.763Z, 2018-10-19T12:19:04.886Z, 2018-10-19T12:19:28.280Z, 2018-10-19T12:19:37.218Z, 2018-10-19T12:20:02.188Z, 2018-10-19T12:20:04.119Z]>",Hashtag,,,,,,,,,,,,,,,,,,
"#dia28é17","#dia28é17",<[2018-10-19T12:09:29.850Z]>,Hashtag,,,,,,,,,,,,,,,,,,
"#ptnuncamais","#ptnuncamais","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:37.019Z, 2018-10-19T12:10:01.114Z, 2018-10-19T12:10:03.755Z, 2018-10-19T12:10:30.119Z, 2018-10-19T12:10:42.343Z, 2018-10-19T12:10:43.305Z, 2018-10-19T12:10:56.273Z, 2018-10-19T12:11:09.029Z, 2018-10-19T12:11:13.012Z, 2018-10-19T12:11:14.341Z, 2018-10-19T12:11:30.319Z, 2018-10-19T12:11:46.382Z, 2018-10-19T12:11:47.171Z, 2018-10-19T12:12:14.820Z, 2018-10-19T12:12:15.753Z, 2018-10-19T12:12:17.077Z, 2018-10-19T12:12:25.784Z, 2018-10-19T12:12:38.747Z, 2018-10-19T12:12:44.631Z, 2018-10-19T12:13:06.513Z, 2018-10-19T12:13:10.481Z, 2018-10-19T12:13:25.410Z, 2018-10-19T12:13:38.204Z, 2018-10-19T12:13:46.966Z, 2018-10-19T12:13:57.491Z, 2018-10-19T12:14:02.835Z, 2018-10-19T12:14:03.242Z, 2018-10-19T12:14:09.348Z, 2018-10-19T12:14:15.467Z, 2018-10-19T12:14:16.131Z, 2018-10-19T12:14:34.233Z, 2018-10-19T12:14:36.245Z, 2018-10-19T12:14:58.880Z, 2018-10-19T12:15:03.279Z, 2018-10-19T12:15:09.707Z, 2018-10-19T12:15:11.318Z, 2018-10-19T12:15:44.254Z, 2018-10-19T12:15:56.206Z, 2018-10-19T12:16:00.761Z, 2018-10-19T12:16:08.326Z, 2018-10-19T12:16:25.760Z, 2018-10-19T12:16:37.052Z, 2018-10-19T12:16:47.034Z, 2018-10-19T12:16:54.860Z, 2018-10-19T12:17:00.323Z, 2018-10-19T12:17:03.156Z, 2018-10-19T12:17:10.445Z, 2018-10-19T12:17:10.565Z, 2018-10-19T12:17:30.101Z, 2018-10-19T12:17:50.617Z, 2018-10-19T12:18:00.105Z, 2018-10-19T12:18:24.835Z, 2018-10-19T12:18:39.042Z, 2018-10-19T12:18:40.127Z, 2018-10-19T12:18:41.229Z, 2018-10-19T12:19:12.037Z, 2018-10-19T12:19:26.584Z, 2018-10-19T12:19:29.786Z, 2018-10-19T12:19:46.458Z, 2018-10-19T12:19:51.237Z, 2018-10-19T12:19:58.091Z]>",Hashtag,,,,,,,,,,,,,,,,,,
"#ptnão","#ptnão","<[2018-10-19T12:09:29.850Z, 2018-10-19T12:09:37.019Z, 2018-10-19T12:09:49.784Z, 2018-10-19T12:09:55.360Z, 2018-10-19T12:09:59.332Z, 2018-10-19T12:10:03.755Z, 2018-10-19T12:10:12.708Z, 2018-10-19T12:10:37.399Z, 2018-10-19T12:11:09.029Z, 2018-10-19T12:11:18.205Z, 2018-10-19T12:11:41.754Z, 2018-10-19T12:11:46.382Z, 2018-10-19T12:11:47.171Z, 2018-10-19T12:12:15.753Z, 2018-10-19T12:12:25.784Z, 2018-10-19T12:12:52.735Z, 2018-10-19T12:13:37.248Z, 2018-10-19T12:14:02.835Z, 2018-10-19T12:14:03.180Z, 2018-10-19T12:14:03.242Z, 2018-10-19T12:14:10.863Z, 2018-10-19T12:14:39.993Z, 2018-10-19T12:15:42.988Z, 2018-10-19T12:16:08.326Z, 2018-10-19T12:16:09.626Z, 2018-10-19T12:16:25.760Z, 2018-10-19T12:16:37.052Z, 2018-10-19T12:16:38.381Z, 2018-10-19T12:17:10.565Z, 2018-10-19T12:17:50.617Z, 2018-10-19T12:18:02.800Z, 2018-10-19T12:18:41.229Z, 2018-10-19T12:19:29.786Z]>",Hashtag,,,,,,,,,,,,,,,,,,
